Approval Date,Drug Name,Submission,Active Ingredients,Sponsor
01/21/2020,DIVALPROEX SODIUMANDA  #078979,SUPPL-22,DIVALPROEX SODIUM,DR REDDYS LABS LTD
01/21/2020,MONTELUKAST SODIUMANDA  #090655,SUPPL-3,MONTELUKAST SODIUM,HIKMA
01/21/2020,MONTELUKAST SODIUMANDA  #090655,SUPPL-4,MONTELUKAST SODIUM,HIKMA
01/21/2020,MONTELUKAST SODIUMANDA  #090655,SUPPL-5,MONTELUKAST SODIUM,HIKMA
01/21/2020,MONTELUKAST SODIUMANDA  #091128,SUPPL-3,MONTELUKAST SODIUM,HIKMA
01/21/2020,MONTELUKAST SODIUMANDA  #091128,SUPPL-4,MONTELUKAST SODIUM,HIKMA
01/21/2020,MONTELUKAST SODIUMANDA  #091128,SUPPL-5,MONTELUKAST SODIUM,HIKMA
01/21/2020,TOBRAMYCINANDA  #201422,SUPPL-1,TOBRAMYCIN,HIKMA
01/21/2020,TOBRAMYCINANDA  #201422,SUPPL-3,TOBRAMYCIN,HIKMA
01/21/2020,TOBRAMYCINANDA  #201422,SUPPL-4,TOBRAMYCIN,HIKMA
01/21/2020,HYDROCODONE BITARTRATEANDA  #206986,ORIG-1,HYDROCODONE BITARTRATE,ALVOGEN
01/21/2020,ESOMEPRAZOLE MAGNESIUMANDA  #207193,SUPPL-3,ESOMEPRAZOLE MAGNESIUM,PERRIGO R AND D
01/21/2020,ESOMEPRAZOLE MAGNESIUMANDA  #207193,SUPPL-11,ESOMEPRAZOLE MAGNESIUM,PERRIGO R AND D
01/21/2020,ESOMEPRAZOLE MAGNESIUMANDA  #207673,SUPPL-3,ESOMEPRAZOLE MAGNESIUM,DR REDDYS
01/21/2020,AZITHROMYCINANDA  #209044,SUPPL-4,AZITHROMYCIN,SUNSHINE
01/21/2020,AZITHROMYCINANDA  #209045,SUPPL-4,AZITHROMYCIN,SUNSHINE
01/21/2020,KISQALINDA   #209092,SUPPL-3,RIBOCICLIB SUCCINATE,NOVARTIS
01/21/2020,KISQALI FEMARA CO-PACK (COPACKAGED)NDA   #209935,SUPPL-6,LETROZOLE; RIBOCICLIB SUCCINATE,NOVARTIS
01/21/2020,BIMATOPROSTANDA  #210515,ORIG-1,BIMATOPROST,ALEMBIC
01/21/2020,TEPEZZABLA   #761143,ORIG-1,TEPROTUMUMAB-TRBW,HORIZON THERAPEUTICS IRELAND
01/22/2020,AFINITORNDA   #022334,SUPPL-45,EVEROLIMUS,NOVARTIS
01/22/2020,EMTRICITABINEANDA  #091168,SUPPL-7,EMTRICITABINE,CIPLA
01/22/2020,JENCYCLAANDA  #091323,SUPPL-6,NORETHINDRONE,LUPIN LTD
01/22/2020,LEVONORGESTREL AND ETHINYL ESTRADIOLANDA  #200248,SUPPL-7,ETHINYL ESTRADIOL; LEVONORGESTREL,LUPIN LTD
01/22/2020,ZIDOVUDINEANDA  #202058,SUPPL-9,ZIDOVUDINE,HEC PHARM
01/22/2020,ZIDOVUDINEANDA  #202058,SUPPL-14,ZIDOVUDINE,HEC PHARM
01/22/2020,RIZATRIPTAN BENZOATEANDA  #203269,SUPPL-3,RIZATRIPTAN BENZOATE,ALKEM LABS LTD
01/22/2020,RIZATRIPTAN BENZOATEANDA  #203269,SUPPL-4,RIZATRIPTAN BENZOATE,ALKEM LABS LTD
01/22/2020,AFINITOR DISPERZNDA   #203985,SUPPL-17,EVEROLIMUS,NOVARTIS PHARM
01/22/2020,RANOLAZINEANDA  #210188,SUPPL-2,RANOLAZINE,CADILA
01/22/2020,RANOLAZINEANDA  #210482,SUPPL-1,RANOLAZINE,ANI PHARMS
01/22/2020,RANOLAZINEANDA  #211291,SUPPL-2,RANOLAZINE,CIPLA
01/22/2020,TETRABENAZINEANDA  #213316,ORIG-1,TETRABENAZINE,ADAPTIS
01/23/2020,OPTIRAY 160NDA   #019710,SUPPL-58,IOVERSOL,LIEBEL-FLARSHEIM
01/23/2020,OPTIRAY 240NDA   #019710,SUPPL-58,IOVERSOL,LIEBEL-FLARSHEIM
01/23/2020,OPTIRAY 300NDA   #019710,SUPPL-58,IOVERSOL,LIEBEL-FLARSHEIM
01/23/2020,OPTIRAY 320NDA   #019710,SUPPL-58,IOVERSOL,LIEBEL-FLARSHEIM
01/23/2020,OPTIRAY 350NDA   #019710,SUPPL-58,IOVERSOL,LIEBEL-FLARSHEIM
01/23/2020,GEODONNDA   #020825,SUPPL-58,ZIPRASIDONE HYDROCHLORIDE,VIATRIS
01/23/2020,GEODONNDA   #020919,SUPPL-45,ZIPRASIDONE MESYLATE,VIATRIS
01/23/2020,TENOFOVIR DISOPROXIL FUMARATEANDA  #090636,SUPPL-9,TENOFOVIR DISOPROXIL FUMARATE,HETERO LABS LTD III
01/23/2020,RITUXANBLA   #103705,SUPPL-5461,RITUXIMAB,GENENTECH
01/23/2020,INLYTANDA   #202324,SUPPL-10,AXITINIB,PF PRISM CV
01/23/2020,AZITHROMYCINANDA  #209201,SUPPL-2,AZITHROMYCIN,AUROBINDO PHARMA LTD
01/23/2020,QUETIAPINE FUMARATEANDA  #209497,SUPPL-1,QUETIAPINE FUMARATE,ALIGNSCIENCE PHARMA
01/23/2020,QUETIAPINE FUMARATEANDA  #209497,SUPPL-2,QUETIAPINE FUMARATE,ALIGNSCIENCE PHARMA
01/23/2020,POTASSIUM CHLORIDEANDA  #210200,SUPPL-2,POTASSIUM CHLORIDE,EPIC PHARMA LLC
01/23/2020,POTASSIUM CHLORIDEANDA  #210902,SUPPL-1,POTASSIUM CHLORIDE,AMNEAL
01/23/2020,BOSENTANANDA  #211461,ORIG-1,BOSENTAN,ALEMBIC
01/23/2020,TAZVERIKNDA   #211723,ORIG-1,TAZEMETOSTAT HYDROBROMIDE,EPIZYME INC
01/24/2020,NAVELBINENDA   #020388,SUPPL-37,VINORELBINE TARTRATE,PIERRE FABRE
01/24/2020,SABRILNDA   #020427,SUPPL-21,VIGABATRIN,LUNDBECK PHARMS LLC
01/24/2020,ABSORICANDA   #021951,SUPPL-15,ISOTRETINOIN,SUN PHARM INDS INC
01/24/2020,SABRILNDA   #022006,SUPPL-23,VIGABATRIN,LUNDBECK PHARMS LLC
01/24/2020,DIFICIDNDA   #201699,SUPPL-12,FIDAXOMICIN,CUBIST PHARMS LLC
01/24/2020,FARXIGANDA   #202293,SUPPL-21,DAPAGLIFLOZIN,ASTRAZENECA AB
01/24/2020,EZETIMIBE AND SIMVASTATINANDA  #202968,SUPPL-4,EZETIMIBE; SIMVASTATIN,WATSON LABS INC
01/24/2020,INVOKANANDA   #204042,SUPPL-36,CANAGLIFLOZIN,JANSSEN PHARMS
01/24/2020,INVOKAMETNDA   #204353,SUPPL-36,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,JANSSEN PHARMS
01/24/2020,JARDIANCENDA   #204629,SUPPL-23,EMPAGLIFLOZIN,BOEHRINGER INGELHEIM
01/24/2020,TOLTERODINE TARTRATEANDA  #204721,ORIG-1,TOLTERODINE TARTRATE,UNIQUE
01/24/2020,XIGDUO XRNDA   #205649,SUPPL-13,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,ASTRAZENECA AB
01/24/2020,INVOKAMET XRNDA   #205879,SUPPL-14,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,JANSSEN PHARMS
01/24/2020,GLYXAMBINDA   #206073,SUPPL-23,EMPAGLIFLOZIN; LINAGLIPTIN,BOEHRINGER INGELHEIM
01/24/2020,SYNJARDYNDA   #206111,SUPPL-22,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,BOEHRINGER INGELHEIM
01/24/2020,SYNJARDY XRNDA   #208658,SUPPL-9,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,BOEHRINGER INGELHEIM
01/24/2020,EZETIMIBE AND SIMVASTATINANDA  #208699,SUPPL-1,EZETIMIBE; SIMVASTATIN,GLENMARK PHARMS LTD
01/24/2020,QTERNNDA   #209091,SUPPL-5,DAPAGLIFLOZIN; SAXAGLIPTIN HYDROCHLORIDE,ASTRAZENECA AB
01/24/2020,STEGLATRONDA   #209803,SUPPL-2,ERTUGLIFLOZIN,MSD SUB MERCK
01/24/2020,STEGLUJANNDA   #209805,SUPPL-6,ERTUGLIFLOZIN; SITAGLIPTIN PHOSPHATE,MSD SUB MERCK
01/24/2020,SEGLUROMETNDA   #209806,SUPPL-2,ERTUGLIFLOZIN; METFORMIN HYDROCHLORIDE,MSD SUB MERCK
01/24/2020,QTERNMET XRNDA   #210874,SUPPL-3,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE,ASTRAZENECA AB
01/24/2020,RANOLAZINEANDA  #211829,SUPPL-4,RANOLAZINE,SCIEGEN PHARMS INC
01/24/2020,RANOLAZINEANDA  #211829,SUPPL-5,RANOLAZINE,SCIEGEN PHARMS INC
01/24/2020,DROSPIRENONE AND ETHINYL ESTRADIOLANDA  #213034,ORIG-1,DROSPIRENONE; ETHINYL ESTRADIOL,HETERO LABS
01/24/2020,DIFICIDNDA   #213138,ORIG-1,FIDAXOMICIN,CUBIST PHARMS LLC
01/24/2020,METHOTREXATE SODIUMANDA  #213343,ORIG-1,METHOTREXATE SODIUM,ACCORD HLTHCARE
01/24/2020,TRAZIMERABLA   #761081,SUPPL-2,TRASTUZUMAB-QYYP,PFIZER INC
01/27/2020,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINERNDA   #020178,SUPPL-23,SODIUM CHLORIDE,BAXTER HLTHCARE
01/27/2020,AMOXICILLIN AND CLAVULANATE POTASSIUMANDA  #065358,SUPPL-10,AMOXICILLIN; CLAVULANATE POTASSIUM,SANDOZ INC
01/27/2020,EPIRUBICIN HYDROCHLORIDEANDA  #065361,SUPPL-6,EPIRUBICIN HYDROCHLORIDE,CIPLA LTD
01/27/2020,EPIRUBICIN HYDROCHLORIDEANDA  #065361,SUPPL-11,EPIRUBICIN HYDROCHLORIDE,CIPLA LTD
01/27/2020,AMOXICILLIN AND CLAVULANATE POTASSIUMANDA  #065373,SUPPL-14,AMOXICILLIN; CLAVULANATE POTASSIUM,HIKMA PHARMS
01/27/2020,AZITHROMYCINANDA  #065500,SUPPL-7,AZITHROMYCIN,HOSPIRA
01/27/2020,AZITHROMYCINANDA  #065500,SUPPL-8,AZITHROMYCIN,HOSPIRA
01/27/2020,AZITHROMYCINANDA  #065500,SUPPL-13,AZITHROMYCIN,HOSPIRA
01/27/2020,AZITHROMYCINANDA  #065501,SUPPL-8,AZITHROMYCIN,GLAND PHARMA LTD
01/27/2020,AZITHROMYCINANDA  #065501,SUPPL-9,AZITHROMYCIN,GLAND PHARMA LTD
01/27/2020,AZITHROMYCINANDA  #065501,SUPPL-12,AZITHROMYCIN,GLAND PHARMA LTD
01/27/2020,AZITHROMYCINANDA  #065511,SUPPL-6,AZITHROMYCIN,HOSPIRA
01/27/2020,AZITHROMYCINANDA  #065511,SUPPL-7,AZITHROMYCIN,HOSPIRA
01/27/2020,AZITHROMYCINANDA  #065511,SUPPL-10,AZITHROMYCIN,HOSPIRA
01/27/2020,"EFAVIRENZ, EMTRICITABINE, AND TENOFOVIR DISOPROXIL FUMARATEANDA  #203041",SUPPL-8,EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE,AUROBINDO PHARMA
01/27/2020,AZITHROMYCINANDA  #203294,SUPPL-2,AZITHROMYCIN,EUGIA PHARMA
01/27/2020,AZITHROMYCINANDA  #203294,SUPPL-3,AZITHROMYCIN,EUGIA PHARMA
01/27/2020,AZITHROMYCINANDA  #203294,SUPPL-6,AZITHROMYCIN,EUGIA PHARMA
01/27/2020,TRAVOPROSTANDA  #203431,SUPPL-1,TRAVOPROST,APOTEX
01/27/2020,TRAVOPROSTANDA  #203431,SUPPL-5,TRAVOPROST,APOTEX
01/27/2020,INVOKAMETNDA   #204353,SUPPL-33,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,JANSSEN PHARMS
01/27/2020,ZOLMITRIPTANANDA  #205074,SUPPL-5,ZOLMITRIPTAN,ALEMBIC
01/27/2020,INVOKAMET XRNDA   #205879,SUPPL-11,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,JANSSEN PHARMS
01/27/2020,ILOPERIDONEANDA  #207231,SUPPL-1,ILOPERIDONE,INVENTIA
01/27/2020,QUETIAPINE FUMARATEANDA  #209635,SUPPL-3,QUETIAPINE FUMARATE,SCIEGEN PHARMS INC
01/27/2020,QUETIAPINE FUMARATEANDA  #209635,SUPPL-6,QUETIAPINE FUMARATE,SCIEGEN PHARMS INC
01/27/2020,SODIUM OXYBATEANDA  #210936,ORIG-1,SODIUM OXYBATE,SPECGX LLC
01/27/2020,DICLOFENAC SODIUMANDA  #210986,ORIG-1,DICLOFENAC SODIUM,ENCUBE
01/27/2020,AZITHROMYCINANDA  #211793,ORIG-1,AZITHROMYCIN,ALEMBIC
01/27/2020,OXYCODONE HYDROCHLORIDEANDA  #212429,ORIG-1,OXYCODONE HYDROCHLORIDE,AUROLIFE PHARMA LLC
01/27/2020,TRIJARDY XRNDA   #212614,ORIG-1,EMPAGLIFLOZIN; LINAGLIPTIN; METFORMIN HYDROCHLORIDE,BOEHRINGER INGELHEIM
01/27/2020,CLOBETASOL PROPIONATEANDA  #213291,ORIG-1,CLOBETASOL PROPIONATE,ALEMBIC
01/27/2020,AJOVYBLA   #761089,SUPPL-2,FREMANEZUMAB-VFRM,TEVA PHARMS USA
01/28/2020,MONISTAT 7NDA   #017450,SUPPL-73,MICONAZOLE NITRATE,MEDTECH PRODUCTS
01/28/2020,CEREBYXNDA   #020450,SUPPL-40,FOSPHENYTOIN SODIUM,PARKE DAVIS
01/28/2020,MONISTAT 3 COMBINATION PACKNDA   #020670,SUPPL-35,MICONAZOLE NITRATE,MEDTECH PRODUCTS
01/28/2020,MONISTAT 3NDA   #020827,SUPPL-31,MICONAZOLE NITRATE,MEDTECH PRODUCTS
01/28/2020,REBETOLNDA   #020903,SUPPL-56,RIBAVIRIN,MERCK SHARP DOHME
01/28/2020,MONISTAT 3 COMBINATION PACKNDA   #021261,SUPPL-24,MICONAZOLE NITRATE,MEDTECH PRODUCTS
01/28/2020,MONISTAT 3 COMBINATION PACK (PREFILLED)NDA   #021261,SUPPL-24,MICONAZOLE NITRATE,MEDTECH PRODUCTS
01/28/2020,MONISTAT 1 COMBINATION PACKNDA   #021308,SUPPL-30,MICONAZOLE NITRATE,MEDTECH PRODUCTS
01/28/2020,REBETOLNDA   #021546,SUPPL-12,RIBAVIRIN,SCHERING
01/28/2020,PANCREAZEBLA   #022523,SUPPL-14,PANCRELIPASE (AMYLASE;LIPASE;PROTEASE),VIVUS INC
01/28/2020,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDEANDA  #077732,SUPPL-9,HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM,HIKMA
01/28/2020,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDEANDA  #077732,SUPPL-10,HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM,HIKMA
01/28/2020,TOPOTECAN HYDROCHLORIDEANDA  #201166,SUPPL-2,TOPOTECAN HYDROCHLORIDE,MEITHEAL
01/28/2020,TOPOTECAN HYDROCHLORIDEANDA  #201166,SUPPL-3,TOPOTECAN HYDROCHLORIDE,MEITHEAL
01/28/2020,OLOPATADINE HYDROCHLORIDEANDA  #210901,ORIG-1,OLOPATADINE HYDROCHLORIDE,AMNEAL
01/28/2020,AZITHROMYCINANDA  #211791,ORIG-1,AZITHROMYCIN,ALEMBIC
01/28/2020,AZITHROMYCINANDA  #211792,ORIG-1,AZITHROMYCIN,ALEMBIC
01/29/2020,DERMA-SMOOTHE/FSNDA   #019452,SUPPL-40,FLUOCINOLONE ACETONIDE,HILL DERMAC
01/29/2020,DERMOTICNDA   #019452,SUPPL-40,FLUOCINOLONE ACETONIDE,HILL DERMAC
01/29/2020,RIZATRIPTAN BENZOATEANDA  #077526,SUPPL-2,RIZATRIPTAN BENZOATE,CHARTWELL RX
01/29/2020,LAMOTRIGINEANDA  #078525,SUPPL-14,LAMOTRIGINE,TARO PHARM INDS
01/29/2020,LAMOTRIGINEANDA  #078525,SUPPL-15,LAMOTRIGINE,TARO PHARM INDS
01/29/2020,LAMOTRIGINEANDA  #078525,SUPPL-16,LAMOTRIGINE,TARO PHARM INDS
01/29/2020,LAMOTRIGINEANDA  #078525,SUPPL-23,LAMOTRIGINE,TARO PHARM INDS
01/29/2020,LAMOTRIGINEANDA  #078525,SUPPL-25,LAMOTRIGINE,TARO PHARM INDS
01/29/2020,LAMOTRIGINEANDA  #078625,SUPPL-10,LAMOTRIGINE,RUBICON
01/29/2020,LAMOTRIGINEANDA  #078625,SUPPL-11,LAMOTRIGINE,RUBICON
01/29/2020,LAMOTRIGINEANDA  #078625,SUPPL-12,LAMOTRIGINE,RUBICON
01/29/2020,COSENTYXBLA   #125504,SUPPL-31,SECUKINUMAB,NOVARTIS PHARMS CORP
01/29/2020,LAMOTRIGINEANDA  #200828,SUPPL-4,LAMOTRIGINE,IMPAX LABS INC
01/29/2020,LAMOTRIGINEANDA  #200828,SUPPL-6,LAMOTRIGINE,IMPAX LABS INC
01/29/2020,LAMOTRIGINEANDA  #200828,SUPPL-7,LAMOTRIGINE,IMPAX LABS INC
01/29/2020,EZETIMIBE AND SIMVASTATINANDA  #200909,SUPPL-2,EZETIMIBE; SIMVASTATIN,DR REDDYS LABS SA
01/29/2020,ACYCLOVIRANDA  #201501,ORIG-1,ACYCLOVIR,XIROMED
01/29/2020,EZETIMIBE AND SIMVASTATINANDA  #201890,SUPPL-8,EZETIMIBE; SIMVASTATIN,ANI PHARMS
01/29/2020,EZETIMIBE AND SIMVASTATINANDA  #201890,SUPPL-9,EZETIMIBE; SIMVASTATIN,ANI PHARMS
01/29/2020,RIZATRIPTAN BENZOATEANDA  #201914,SUPPL-4,RIZATRIPTAN BENZOATE,GLENMARK PHARMS LTD
01/29/2020,RIZATRIPTAN BENZOATEANDA  #201914,SUPPL-5,RIZATRIPTAN BENZOATE,GLENMARK PHARMS LTD
01/29/2020,RIZATRIPTAN BENZOATEANDA  #203062,SUPPL-5,RIZATRIPTAN BENZOATE,AUROBINDO PHARMA LTD
01/29/2020,BELSOMRANDA   #204569,SUPPL-6,SUVOREXANT,MERCK SHARP DOHME
01/29/2020,LAMOTRIGINEANDA  #206382,SUPPL-3,LAMOTRIGINE,SCIEGEN PHARMS INC
01/29/2020,LAMOTRIGINEANDA  #206382,SUPPL-6,LAMOTRIGINE,SCIEGEN PHARMS INC
01/29/2020,LAMOTRIGINEANDA  #206382,SUPPL-7,LAMOTRIGINE,SCIEGEN PHARMS INC
01/29/2020,TESTOSTERONEANDA  #208061,SUPPL-4,TESTOSTERONE,LUPIN LTD
01/29/2020,EZETIMIBE AND SIMVASTATINANDA  #208831,SUPPL-4,EZETIMIBE; SIMVASTATIN,AMNEAL PHARMS CO
01/29/2020,EZETIMIBE AND SIMVASTATINANDA  #209222,SUPPL-6,EZETIMIBE; SIMVASTATIN,ALKEM LABS LTD
01/29/2020,RANOLAZINEANDA  #211082,SUPPL-1,RANOLAZINE,GLENMARK PHARMS LTD
01/29/2020,RANOLAZINEANDA  #211082,SUPPL-2,RANOLAZINE,GLENMARK PHARMS LTD
01/29/2020,DOFETILIDEANDA  #213220,ORIG-1,DOFETILIDE,MSN
01/30/2020,CAMPTOSARNDA   #020571,SUPPL-51,IRINOTECAN HYDROCHLORIDE,PFIZER INC
01/30/2020,MIRAPEXNDA   #020667,SUPPL-39,PRAMIPEXOLE DIHYDROCHLORIDE,BOEHRINGER INGELHEIM
01/30/2020,PRILOSEC OTCNDA   #021229,SUPPL-34,OMEPRAZOLE MAGNESIUM,ASTRAZENECA
01/30/2020,AVODARTNDA   #021319,SUPPL-32,DUTASTERIDE,WAYLIS THERAP
01/30/2020,MIRAPEX ERNDA   #022421,SUPPL-20,PRAMIPEXOLE DIHYDROCHLORIDE,BOEHRINGER INGELHEIM
01/30/2020,CEFOTETAN AND DEXTROSE IN DUPLEX CONTAINERNDA   #065430,SUPPL-9,CEFOTETAN DISODIUM,B BRAUN
01/30/2020,LAMOTRIGINEANDA  #076928,SUPPL-15,LAMOTRIGINE,WATSON LABS
01/30/2020,LAMOTRIGINEANDA  #076928,SUPPL-16,LAMOTRIGINE,WATSON LABS
01/30/2020,DIVALPROEX SODIUMANDA  #078597,SUPPL-14,DIVALPROEX SODIUM,SUN PHARM INDS
01/30/2020,DIVALPROEX SODIUMANDA  #078597,SUPPL-15,DIVALPROEX SODIUM,SUN PHARM INDS
01/30/2020,DIVALPROEX SODIUMANDA  #078597,SUPPL-16,DIVALPROEX SODIUM,SUN PHARM INDS
01/30/2020,DIVALPROEX SODIUMANDA  #078597,SUPPL-18,DIVALPROEX SODIUM,SUN PHARM INDS
01/30/2020,DIVALPROEX SODIUMANDA  #078597,SUPPL-19,DIVALPROEX SODIUM,SUN PHARM INDS
01/30/2020,DIVALPROEX SODIUMANDA  #078597,SUPPL-20,DIVALPROEX SODIUM,SUN PHARM INDS
01/30/2020,DIVALPROEX SODIUMANDA  #078597,SUPPL-22,DIVALPROEX SODIUM,SUN PHARM INDS
01/30/2020,DIVALPROEX SODIUMANDA  #078597,SUPPL-25,DIVALPROEX SODIUM,SUN PHARM INDS
01/30/2020,DIVALPROEX SODIUMANDA  #078597,SUPPL-28,DIVALPROEX SODIUM,SUN PHARM INDS
01/30/2020,DEXMEDETOMIDINE HYDROCHLORIDEANDA  #206407,ORIG-1,DEXMEDETOMIDINE HYDROCHLORIDE,HIKMA
01/30/2020,POTASSIUM CHLORIDEANDA  #209786,SUPPL-2,POTASSIUM CHLORIDE,NOVEL LABS INC
01/30/2020,METHOTREXATE SODIUMANDA  #210454,ORIG-1,METHOTREXATE SODIUM,EUGIA PHARMA
01/30/2020,POTASSIUM CHLORIDEANDA  #211067,SUPPL-1,POTASSIUM CHLORIDE,APOTEX
01/30/2020,PIRFENIDONEANDA  #212606,ORIG-1,PIRFENIDONE,SHILPA MEDICARE
01/31/2020,EPI E Z PEN JRNDA   #019430,SUPPL-82,EPINEPHRINE,MYLAN SPECIALITY LP
01/31/2020,EPIPENNDA   #019430,SUPPL-82,EPINEPHRINE,MYLAN SPECIALITY LP
01/31/2020,EPIPEN E Z PENNDA   #019430,SUPPL-82,EPINEPHRINE,MYLAN SPECIALITY LP
01/31/2020,EPIPEN JR.NDA   #019430,SUPPL-82,EPINEPHRINE,MYLAN SPECIALITY LP
01/31/2020,PRECEDEXNDA   #021038,SUPPL-35,DEXMEDETOMIDINE HYDROCHLORIDE,HOSPIRA
01/31/2020,MUCINEX DMNDA   #021620,SUPPL-40,DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN,RB HLTH
01/31/2020,MEN'S ROGAINENDA   #021812,SUPPL-15,MINOXIDIL,KENVUE BRANDS
01/31/2020,WOMEN'S ROGAINENDA   #021812,SUPPL-15,MINOXIDIL,KENVUE BRANDS
01/31/2020,VIIBRYDNDA   #022567,SUPPL-21,VILAZODONE HYDROCHLORIDE,ABBVIE
01/31/2020,COMETRIQNDA   #203756,SUPPL-8,CABOZANTINIB S-MALATE,EXELIXIS
01/31/2020,CABOMETYXNDA   #208692,SUPPL-7,CABOZANTINIB S-MALATE,EXELIXIS INC
01/31/2020,AMMONIA N 13ANDA  #210524,SUPPL-1,AMMONIA N-13,IONETIX
01/31/2020,DOLUTEGRAVIRANDA  #210900,ORIG-1,DOLUTEGRAVIR,LAURUS LABS LTD
01/31/2020,CLOBAZAMANDA  #211032,ORIG-1,CLOBAZAM,TEVA PHARMS USA
01/31/2020,VALGANCICLOVIR HYDROCHLORIDEANDA  #213306,ORIG-1,VALGANCICLOVIR HYDROCHLORIDE,GRANULES
02/02/2020,INDOMETHACINANDA  #074464,SUPPL-19,INDOMETHACIN,SANDOZ
02/02/2020,INDOMETHACINANDA  #074464,SUPPL-20,INDOMETHACIN,SANDOZ
02/02/2020,RIZATRIPTAN BENZOATEANDA  #077263,SUPPL-5,RIZATRIPTAN BENZOATE,TEVA PHARMS
02/02/2020,INDOMETHACINANDA  #091276,SUPPL-3,INDOMETHACIN,GLENMARK PHARMS LTD
02/02/2020,INDOMETHACINANDA  #091276,SUPPL-4,INDOMETHACIN,GLENMARK PHARMS LTD
02/02/2020,INDOMETHACINANDA  #091549,SUPPL-9,INDOMETHACIN,AMNEAL PHARMS
02/02/2020,KINERETBLA   #103950,SUPPL-5183,ANAKINRA,BIOVITRUM AB
02/03/2020,FARXIGANDA   #202293,SUPPL-22,DAPAGLIFLOZIN,ASTRAZENECA AB
02/03/2020,OCTREOTIDE ACETATEANDA  #203765,SUPPL-1,OCTREOTIDE ACETATE,HERITAGE
02/03/2020,OCTREOTIDE ACETATEANDA  #204669,SUPPL-1,OCTREOTIDE ACETATE,HERITAGE
02/03/2020,DECITABINENDA   #205582,SUPPL-12,DECITABINE,SUN PHARM
02/03/2020,XIGDUO XRNDA   #205649,SUPPL-14,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,ASTRAZENECA AB
02/03/2020,CALCITRIOLANDA  #211030,ORIG-1,CALCITRIOL,GLAND PHARMA LTD
02/03/2020,CYCLOPHOSPHAMIDEANDA  #211608,SUPPL-2,CYCLOPHOSPHAMIDE,CIPLA
02/04/2020,ORAVIGNDA   #022404,SUPPL-5,MICONAZOLE,GALT PHARMS
02/04/2020,MOXIFLOXACIN HYDROCHLORIDEANDA  #077437,SUPPL-5,MOXIFLOXACIN HYDROCHLORIDE,TEVA PHARMS USA
02/04/2020,MOXIFLOXACIN HYDROCHLORIDEANDA  #077437,SUPPL-6,MOXIFLOXACIN HYDROCHLORIDE,TEVA PHARMS USA
02/04/2020,MOXIFLOXACIN HYDROCHLORIDEANDA  #077437,SUPPL-8,MOXIFLOXACIN HYDROCHLORIDE,TEVA PHARMS USA
02/04/2020,MOXIFLOXACIN HYDROCHLORIDEANDA  #077437,SUPPL-9,MOXIFLOXACIN HYDROCHLORIDE,TEVA PHARMS USA
02/04/2020,EFAVIRENZANDA  #077673,SUPPL-16,EFAVIRENZ,AUROBINDO PHARMA LTD
02/04/2020,EFAVIRENZANDA  #078064,SUPPL-14,EFAVIRENZ,AUROBINDO PHARMA
02/04/2020,CHLORPROMAZINE HYDROCHLORIDEANDA  #083329,SUPPL-46,CHLORPROMAZINE HYDROCHLORIDE,HIKMA
02/04/2020,ARIPIPRAZOLEANDA  #090165,SUPPL-1,ARIPIPRAZOLE,SQUARE PHARMS
02/04/2020,DIVALPROEX SODIUMANDA  #090554,SUPPL-17,DIVALPROEX SODIUM,AUROBINDO PHARMA LTD
02/04/2020,DIVALPROEX SODIUMANDA  #090554,SUPPL-18,DIVALPROEX SODIUM,AUROBINDO PHARMA LTD
02/04/2020,DIVALPROEX SODIUMANDA  #090554,SUPPL-19,DIVALPROEX SODIUM,AUROBINDO PHARMA LTD
02/04/2020,DIVALPROEX SODIUMANDA  #090554,SUPPL-20,DIVALPROEX SODIUM,AUROBINDO PHARMA LTD
02/04/2020,DIVALPROEX SODIUMANDA  #090554,SUPPL-21,DIVALPROEX SODIUM,AUROBINDO PHARMA LTD
02/04/2020,DIVALPROEX SODIUMANDA  #090554,SUPPL-25,DIVALPROEX SODIUM,AUROBINDO PHARMA LTD
02/04/2020,DIVALPROEX SODIUMANDA  #090554,SUPPL-27,DIVALPROEX SODIUM,AUROBINDO PHARMA LTD
02/04/2020,PANTOPRAZOLE SODIUMANDA  #090901,SUPPL-15,PANTOPRAZOLE SODIUM,JUBILANT GENERICS
